g5	63	0
g5	538	0
g5	48	0
g5	567	0
g5	546	0
g5	1	0
g5	235	0
g5	23	0
g5	458	0
g5	401	2
g5	385	0
g5	513	2
g5	140	0
g5	599	0
g5	322	2
g5	30	2
g5	34	0
g5	182	0
g5	482	0
g5	220	2
g5	600	0
g5	463	0
g5	626	2
g5	62	0
g5	368	2
g5	254	0
g5	459	2
g5	72	2
g5	161	0
g5	651	0
g5	578	0
g5	387	2
g5	522	0
g5	330	0
g5	283	2
g5	375	0
g5	114	2
g5	592	2
g5	280	2
g5	334	0
g5	461	0
g5	429	2
g5	108	2
g5	598	0
g5	496	0
g5	121	0
g5	233	0
g5	631	0
g5	253	0
g5	239	2
g5	666	0
g5	126	0
g5	205	0
g5	13	0
g5	602	0
g5	402	0
g5	228	0
g5	584	0
g5	37	0
g5	557	0
g5	511	0
g5	479	0
g5	416	0
g5	267	0
g5	297	0
g5	200	2
g5	266	2
g5	443	0
g5	95	0
g5	659	1
g5	127	0
g5	218	2
g5	537	0
g5	644	0
g5	468	0
g5	134	0
g5	185	2
g5	298	2
g5	408	0
g5	221	0
g5	98	2
g5	291	2
g5	186	0
g5	190	0
g5	54	0
g5	129	0
g5	319	2
g5	480	0
g5	572	0
g5	2	2
g5	76	0
g5	154	0
g5	175	2
g5	271	2
g5	473	0
g5	355	0
g5	341	0
g5	285	2
g5	440	2
g5	207	0
g5	469	0
g5	360	0
g5	79	0
g5	448	0
g5	566	0
g5	222	2
g5	596	0
g5	539	0
g5	550	0
g5	32	0
g5	158	0
g5	481	0
g5	83	0
g5	141	2
g5	495	2
g5	217	2
g5	116	0
g5	109	2
g5	420	0
g5	147	2
g5	265	0
g5	323	0
g5	189	2
g5	358	0
g5	379	2
g5	377	2
g5	595	0
g5	39	2
g5	328	0
g5	622	2
g5	634	0
g5	364	0
g5	3	0
g5	646	2
g5	295	0
g5	115	2
g5	31	0
g5	460	0
g5	167	0
g5	352	0
g5	103	0
g5	93	2
g5	372	2
g5	641	0
g5	102	0
g5	262	2
g5	590	0
g5	117	0
g5	407	2
g5	209	0
g5	494	2
g5	618	2
g5	305	2
g5	8	2
g5	18	0
g5	101	0
g5	65	0
g5	287	2
g5	483	2
g5	160	0
g5	104	0
g5	609	0
g5	536	2
g5	180	0
g5	449	0
g5	490	0
g5	238	0
g5	67	0
g5	380	0
g5	486	0
g5	336	2
g5	306	0
g5	604	0
g5	244	0
g5	630	2
g5	296	2
g5	390	2
g5	393	0
g5	514	2
g5	90	0
g5	301	2
g5	91	2
g5	150	0
g5	41	2
g5	366	2
g5	251	2
g5	535	0
g5	662	2
g5	574	2
g5	633	2
g5	396	0
g5	234	0
g5	310	0
g5	362	0
g5	419	2
g5	386	0
g5	529	0
g5	61	0
g5	243	2
g5	321	2
g5	142	2
g5	611	0
g5	509	0
g5	627	2
g5	615	2
g5	425	0
g5	176	0
g5	282	2
g5	240	2
g5	409	2
g5	332	0
g5	499	0
g5	426	2
g5	433	2
g5	357	0
g5	290	2
g5	281	2
g5	194	0
g5	645	2
g5	639	0
g5	326	2
g5	324	0
g5	258	0
g5	20	0
g5	519	0
g5	35	0
g5	597	0
g5	270	0
g5	474	0
g5	586	0
g5	226	0
g5	512	2
g5	502	0
g5	547	0
g5	74	0
g5	29	2
g5	384	0
g5	346	0
g5	607	0
g5	406	0
g5	292	2
g5	199	0
g5	128	2
g5	526	0
g5	216	0
g5	58	2
g5	565	0
g5	300	2
g5	573	0
g5	475	2
g5	605	0
g5	263	0
g5	344	0
g5	337	0
g5	521	0
g5	478	2
g5	369	0
g5	363	0
g5	157	0
g5	12	0
g5	329	2
g5	434	2
g5	441	0
g5	388	0
g5	623	0
g5	231	0
g5	279	0
g5	650	2
g5	455	2
g5	100	0
g5	394	2
g5	97	0
g5	457	2
g5	570	0
g5	278	0
g5	620	0
g5	169	0
g5	293	0
g5	75	0
g5	491	2
g5	576	0
g5	342	2
g5	549	2
g5	580	0
g5	118	2
g5	562	2
g5	510	2
g5	610	0
g5	139	2
g5	381	0
g5	608	0
g5	656	0
g5	632	2
g5	284	2
g5	452	1
g5	130	2
g5	456	0
g5	105	0
g5	350	0
g5	10	0
